"SiteSeries","SiteSeries1","Score","Association","Association1","SubAssociation.x","SubAssociation.y"
"ESSFdv 2 /103","ESSFxc 3 /103",7.96470588235294,"ASSOC Pinualb-Abielas-Junicom-Shepcan","ASSOC Pinucon-Junicom-Calarub","",""
"ESSFmc   /04","SBS mc 2 /01",9.98706896551724,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)","SUBASS Sx-Vaccmem(typic)","SUBASS Bl-Vaccmem-Pleusch(Vacccae)"
"ESSFmc   /10","ESSFwc 2 /09",8.33333333333333,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceeng-Abielas-Equiarv-Valesit","Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)","SUBASS Bl-Gymndry-Equiset(typic)"
"ESSFmh   /103","ICH mk 1 /03",6.05194805194805,"ASSOC BlFd-Vaccmem-Paximyr","ASSOC Pseumen-Abielas-Paximyr-Vaccmem","",""
"ESSFmh   /104","MS  dm 2 /101",5.22972972972973,"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)","SUBASS Sxw-Paximyr-Pleusch(typic)",""
"ESSFmh   /105","ICH mk 1 /01",5.58823529411765,"ASSOC BlCwLw-Clinuni","ASSOC Thujpli-Piceene-Paximyr (ICHmk zonals)","SUBASS CwSxw-Paximyr(Loniuta)",""
"ESSFmh   /105","ESSFwh 1 /103",5.63636363636364,"ASSOC BlCwLw-Clinuni","ASSOC BlFd-Vaccmem-Paximyr","",""
"ESSFmm 1 /01","ESSFmm 3 /101",3.62148337595908,"ASSOC Abielas-Menzfer-Ribelac","","",""
"ESSFmm 1 /04","ESSFmm 3 /103",7.17037037037037,"%ASSOC Abielas-Menzfer-Rhodalb","","",""
"ESSFmm 1 /05","ESSFmm 3 /110",9.88888888888889,"%ASSOC AbielasPiceeng-Gymndry-Rubuped","","",""
"ESSFmv 1 /01","ESSFmv 1 /03",7,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)"
"ESSFmv 2 /01","ESSFmv 1 /03",7.56444444444444,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)"
"ESSFmv 2 /01","ESSFmv 3 /08",7.68,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","","","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)"
"ESSFmv 2 /01","ESSFmv 2 /04",5.21739130434783,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","SUBASS Bl-Gymndry-Ptilcri(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)"
"ESSFmv 2 /02","ESSFmv 2 /01",6.87818181818182,"ASSOC Abielas Rhodalb-Vaccvit","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)",""
"ESSFmv 2 /02","ESSFmv 1 /03",4.83333333333333,"ASSOC Abielas Rhodalb-Vaccvit","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(typic)",""
"ESSFmv 3 /01","ESSFmv 2 /04",6.51059085841695,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","SUBASS Bl-Gymndry-Ptilcri(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)"
"ESSFmv 3 /01","ESSFmv 3 /08",8.84102564102564,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","","","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS)"
"ESSFmv 4 /01","ESSFmv 1 /03",4.72916666666667,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)"
"ESSFmv 4 /01","ESSFmv 3 /08",4.7875,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","","","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)"
"ESSFmv 4 /01","BWBSwk 2 /101",8.24080882352941,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Picegla-Vaccmem-Hylospl","SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)"
"ESSFmv 4 /04","ESSFmv 4 /01",6,"%ASSOC Abielas-Rhodalb-Equiset","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",""
"ESSFmw 1 /101.1","ESSFmw 1 /101.2",5.03333333333333,"ASSOC Abielas-Abieama-Rhodalb-Rubuped (ESSFmw zonals)","ASSOC Abielas-Abieama-Rubuped-Rhytrob (ESSFmw alternate zonal)","","SUBASS BlBa-Rhodalb-Rubuped(Valesit)"
"ESSFmw 1 /102.1","ESSFdc 2 /104",9.25581395348837,"%ASSOC Pinucon-Vaccsco-Racomit","ASSOC Abielas-Pinucon-Vaccsco - Cladonia","SUBASS PlBl-Vaccmem-Vaccsco(typic)",""
"ESSFmw 2 /110.2","ESSFdh 2 /110",9.33333333333333,"ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)","ASSOC SeBl-Ribelac-Gymndry","","SUBASS Bl-Gymndry-Valesit(Abieama)"
"ESSFmw 2 /110.2","ESSFwc 2 /04",9.95652173913043,"ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)","ASSOC Abielas-Piceeng-Gymndry-Valesit","SUBASS Bl-Gymndry-Valesit(Ptilcri)","SUBASS Bl-Gymndry-Valesit(Abieama)"
"ESSFwc 2 /01","ESSFmm 3 /110",8.32926829268293,"ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","","","SUBASS Bl-Rhodalb-Gymndry(Menzfer)"
"ESSFwc 2 /03","ESSFmm 3 /101",6.00747756729811,"ASSOC Abielas-Menzfer-Rubuped-Dicranu","","","SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer)"
"ESSFwc 2 /03","ESSFmm 1 /01",5.34708916728077,"ASSOC Abielas-Menzfer-Rubuped-Dicranu","ASSOC Abielas-Menzfer-Ribelac","","SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer)"
"ESSFwc 2 /04","ESSFwc 2 /01",4.24390243902439,"ASSOC Abielas-Piceeng-Gymndry-Valesit","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Menzfer)","SUBASS Bl-Gymndry-Valesit(Ptilcri)"
"ESSFwc 2 /04","ESSFmm 3 /110",3.84782608695652,"ASSOC Abielas-Piceeng-Gymndry-Valesit","","","SUBASS Bl-Gymndry-Valesit(Ptilcri)"
"ESSFwc 2 /04","ESSFwk 2 /01",8.60347826086957,"ASSOC Abielas-Piceeng-Gymndry-Valesit","ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","SUBASS Bl-Gymndry-Ptilcri(typic)","SUBASS Bl-Gymndry-Valesit(Ptilcri)"
"ESSFwc 2 /04","ESSFdc 3 /110",5.0625,"ASSOC Abielas-Piceeng-Gymndry-Valesit","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Gymndry-Valesit(Ptilcri)"
"ESSFwc 2 /09","ESSFmm 3 /112",8.23809523809524,"ASSOC Piceeng-Abielas-Equiarv-Valesit","","","Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)"
"ESSFwc 4 /101","ESSFvc   /01",3.33333333333333,"ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","","","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)"
"ESSFwc 4 /103b","ESSFdc 1 /101",9.40669240669241,"ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)","SUBASS BlSe-Rhodalb-Valesit(Tiartri)(dc1)",""
"ESSFwc 4 /110","ESSFwm 2 /110",8.79824561403509,"ASSOC Abielas-Piceeng-Athyfil-Gymndry","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","","SUBASS Bl-Athyfil-Gymndry(Rhodalb)"
"ESSFwc 4 /110","ESSFmh   /110",6.2406015037594,"ASSOC Abielas-Piceeng-Athyfil-Gymndry","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Clinuni)","SUBASS Bl-Athyfil-Gymndry(Rhodalb)"
"ESSFwc 4 /110","ESSFwc 4 /101",9.36842105263158,"ASSOC Abielas-Piceeng-Athyfil-Gymndry","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Athyfil-Gymndry(Rhodalb)"
"ESSFwcw  /104.1","ESSFwmw  /101",7.80769230769231,"","ASSOC Bl-Rhodalb-Woodrush","",""
"ESSFwcw  /104.1","ESSFwcw  /103",4.875,"","ASSOC Bl-Rhodalb-Woodrush","",""
"ESSFwh 1 /101","ESSFmh   /110",7.94285714285714,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Clinuni)","SUBASS BlHw-Rhodalb-Tiartri(Gymndry)"
"ESSFwh 1 /101","ESSFwh 3 /110",3,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Tsughet)","SUBASS BlHw-Rhodalb-Tiartri(Gymndry)"
"ESSFwh 1 /102","ESSFwc 4 /102",5.75,"%ASSOC Bl-Vaccmem-Racomit","ASSOC BlPa - Vaccmem - Cladoni","",""
"ESSFwh 1 /110.1","ESSFwh 3 /111",5.75,"ASSOC Piceeng-Oplohor-Athyfil(Tsughet)","","",""
"ESSFwh 1 /110.1","ESSFwh 1 /110.2",8.21052631578947,"ASSOC Piceeng-Oplohor-Athyfil(Tsughet)","","",""
"ESSFwh 2 /101","ESSFwh 2 /110",8.40789473684211,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","","SUBASS BlHw-Rhodalb-Tiartri(Menzfer)"
"ESSFwh 2 /102","ESSFwc 4 /102",4.375,"%ASSOC Bl-Vaccmem-Racomit","ASSOC BlPa - Vaccmem - Cladoni","",""
"ESSFwh 2 /102","ESSFwm 2 /102",9.375,"%ASSOC Bl-Vaccmem-Racomit","ASSOC BlPa - Vaccmem - Cladoni","",""
"ESSFwh 2 /103","ESSFwh 1 /103",4.60769230769231,"ASSOC Abielas-Vaccmem-Paximyr","ASSOC BlFd-Vaccmem-Paximyr","",""
"ESSFwh 2 /110","ICH mw 4 /111",7,"ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","ASSOC Piceene(Tsughet)-Vaccmem-Gymndry","",""
"ESSFwh 3 /101","ESSFmh   /101",4.37846153846154,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC BlSe-Rhodalb-Tiartri (mh zonals)","","SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)"
"ESSFwh 3 /101","ESSFwh 1 /104",7.63589743589744,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC BlHw-Vaccmem-Rhytrob","","SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)"
"ESSFwh 3 /101","ESSFwh 3 /110",9.5625,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Tsughet)","SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)"
"ESSFwh 3 /104.1","ESSFwh 3 /104.2",4,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","","SUBASS BlSe-Rhodalb-Xeroten (Arnica)"
"ESSFwh 3 /104.2","ESSFwh 2 /104",8.85714285714286,"ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","ASSOC BlHw-Vaccmem-Rhytrob","",""
"ESSFwh 3 /104.2","ESSFwh 1 /104",8.97142857142857,"ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","ASSOC BlHw-Vaccmem-Rhytrob","",""
"ESSFwh 3 /110","ICH mw 4 /111",9.57291666666667,"ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","ASSOC Piceene(Tsughet)-Vaccmem-Gymndry","","SUBASS Bl-Rhodalb-Gymndry(Tsughet)"
"ESSFwh 3 /110","ESSFwh 2 /110",7.53472222222222,"ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","","SUBASS Bl-Rhodalb-Gymndry(Tsughet)"
"ESSFwk 1 /03","ESSFdc 3 /110",9.84134615384615,"ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Gymndry-Ptilcri(typic)"
"ESSFwk 1 /05","SBS vk   /01",8.00142857142857,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)","SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS Bl-Oplohor-Athyfil(Valesit)"
"ESSFwk 1 /05","SBS wk 1 /08",8.82142857142857,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)","SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS Bl-Oplohor-Athyfil(Valesit)"
"ESSFwk 1 /07","ESSFwk 1 /04",9.13333333333333,"ASSOC Abielas-Athyfil-Equiset","ASSOC Abielas-Loniinv-Athyfil","",""
"ESSFwk 2 /01","ESSFdc 3 /110",9.9925,"ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Gymndry-Ptilcri(typic)"
"ESSFwm 1 /101","ESSFdk 1 /110",9.99732620320856,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC BlSe-Menzfer-Tiartri","","SUBASS Bl-Rhodalb-Menzfer-Tiartri (typic wm1)"
"ESSFwm 1 /104","ESSFdkw  /101.2",2.83333333333333,"ASSOC Abielas-Rhodalb-Menzfer","ASSOC BlSe - Vaccsco","SUBASS BlSe - Vaccsco (Barbilo)",""
"ESSFwm 1 /104","ESSFdk 1 /101",7.46153846153846,"ASSOC Abielas-Rhodalb-Menzfer","ASSOC Abielas-Piceeng-Menzfer-Pleusch (dk zonals)","SUBASS BlSe-Menzfer (typic)",""
"ESSFwm 2 /101","ESSFwc 4 /103a",9.76086956521739,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Rhytrob wm2)"
"ESSFwm 2 /101","ESSFwm 4 /110",8.52173913043478,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Rhytrob wm2)"
"ESSFwm 2 /101","ESSFwm 2 /110",5.83333333333333,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Rhytrob wm2)"
"ESSFwm 2 /102","ESSFwmw  /102",8.66666666666667,"ASSOC BlPa - Vaccmem - Cladoni","%ASSOC BlLa - Heron s-bill moss","",""
"ESSFwm 2 /103","ESSFwm 1 /104",4.84615384615385,"ASSOC Abielas-Menzfer-Rhodalb-Xeroten","ASSOC Abielas-Rhodalb-Menzfer","","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)"
"ESSFwm 2 /103","ESSFwm 4 /101",9.88461538461539,"ASSOC Abielas-Menzfer-Rhodalb-Xeroten","ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Vaccmyt wm4)","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)"
"ESSFwm 2 /104","ESSFwc 4 /103b",6.11904761904762,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","",""
"ESSFwm 2 /104","ESSFwc 4 /103a",8.70833333333333,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","",""
"ESSFwm 2 /104","ESSFwcw  /103",7.1875,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC Bl-Rhodalb-Woodrush","",""
"ESSFwm 2 /104","ESSFwmw  /101",9.31730769230769,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC Bl-Rhodalb-Woodrush","",""
"ESSFwm 2 /104","ESSFwc 4 /102",9.8125,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC BlPa - Vaccmem - Cladoni","",""
"ESSFwm 3 /102","ESSFwmw  /102",5.16666666666667,"%ASSOC Bl-Vaccmem-Xeroten","%ASSOC BlLa - Heron s-bill moss","","SUBASS Bl-Vaccmem-Xeroten"
"ESSFwm 3 /102","ESSFwmw  /101",9.85897435897436,"%ASSOC Bl-Vaccmem-Xeroten","ASSOC Bl-Rhodalb-Woodrush","","SUBASS Bl-Vaccmem-Xeroten"
"ESSFwm 3 /102","ESSFwm 3 /103",2.34782608695652,"%ASSOC Bl-Vaccmem-Xeroten","ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","SUBASS BlSe-Rhodalb-Xeroten","SUBASS Bl-Vaccmem-Xeroten"
"ESSFwm 3 /103","ESSFwm 2 /103",8.84615384615385,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","ASSOC Abielas-Menzfer-Rhodalb-Xeroten","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)","SUBASS BlSe-Rhodalb-Xeroten"
"ESSFwm 3 /105","ESSFwm 2 /104",10,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","","SUBASS BlSe-Rhodalb-Xeroten (Arnica)"
"ESSFwm 3 /105","ESSFwm 3 /102",7.35897435897436,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","%ASSOC Bl-Vaccmem-Xeroten","SUBASS Bl-Vaccmem-Xeroten","SUBASS BlSe-Rhodalb-Xeroten (Arnica)"
"ESSFwm 3 /105","ESSFwm 3 /101",9.69615384615385,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","SUBASS Bl - Rhodalb -Tiartri (Luzula wm3)","SUBASS BlSe-Rhodalb-Xeroten (Arnica)"
"ESSFwm 3 /110","ESSFwm 4 /110",9.5,"ASSOC Bl-Rhodalb-Tiartri -Arnica","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","",""
"ESSFwm 3 /110","ESSFwc 4 /110",8.36842105263158,"ASSOC Bl-Rhodalb-Tiartri -Arnica","ASSOC Abielas-Piceeng-Athyfil-Gymndry","SUBASS Bl-Athyfil-Gymndry(Rhodalb)",""
"ESSFwm 3 /110","ESSFwm 2 /110",4.44444444444444,"ASSOC Bl-Rhodalb-Tiartri -Arnica","ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE)","",""
"ESSFwm 3 /110","ESSFwc 4 /101",9.69444444444444,"ASSOC Bl-Rhodalb-Tiartri -Arnica","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)","SUBASS Bl-Rhodalb-Gymndry(Rhytrob)",""
"ESSFwm 3 /111","ESSFwc 4 /111",6.46818181818182,"ASSOC Bl-Senetri-Ligucan (S Columbia)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)","SUBASS Bl-Valesit-Tiarell (Strelan)",""
"ESSFwm 3 /111","ESSFwmw  /110",6.33333333333333,"ASSOC Bl-Senetri-Ligucan (S Columbia)","ASSOC Abielas-Valesit-Veravir-Trolalb (moist woodland)","SUBASS Bl-Valesit-Veravir-Trolalb",""
"ESSFwm 3 /111","ESSFdc 1 /111",8.56666666666667,"ASSOC Bl-Senetri-Ligucan (S Columbia)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)","SUBASS Bl-Valesit-Tiarell (Strelan)",""
"ESSFwm 4 /103.2","ESSFwm 4 /103.1",8.13865546218487,"ASSOC Abielas-Menzfer-Xeroten","ASSOC Abielas-Menzfer-Vaccmyt","",""
"ESSFwm 4 /103.2","ESSFwm 2 /103",6.76018099547511,"ASSOC Abielas-Menzfer-Xeroten","ASSOC Abielas-Menzfer-Rhodalb-Xeroten","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)",""
"ESSFwmw  /101","ESSFwmw  /103",8.06666666666667,"ASSOC Bl-Rhodalb-Woodrush","ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","",""
"ESSFwmw  /102","ESSFwmw  /103",4,"%ASSOC BlLa - Heron s-bill moss","ASSOC Abielas(Larilya)-Vaccmem-Vaccsco-Luzula","",""
"ESSFwmw  /102","ESSFmww  /103",9.46666666666667,"%ASSOC BlLa - Heron s-bill moss","","",""
"ESSFwv   /01","ESSFmk   /01",8.9969040247678,"ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)","%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)","","SUBASS BlHm-Vaccmem(Menzfer)"
"ESSFwv   /01","ESSFmc   /01",0.826086956521739,"ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS BlHm-Vaccmem(Menzfer)"
"ESSFwv   /03","ESSFmc   /01",3.04347826086957,"ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)","SUBASS BlHm-Vaccmem(Pleusch)"
"ESSFwv   /03","ESSFmk   /01",5.77777777777778,"ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)","%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)","","SUBASS BlHm-Vaccmem(Pleusch)"
"ESSFxc 1 /101","ESSFdc 2 /106",9.83333333333333,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","","",""
"ESSFxc 1 /101","ESSFxcw  /101",8.91666666666667,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","","",""
"ESSFxc 1 /101","ESSFxc 2 /103a",1.83333333333333,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","ASSOC Abielas-Pinucon-Vaccsco - Cladonia","SUBASS PlBl-Vaccmem-Vaccsco(typic)",""
"ESSFxc 1 /104","ESSFxc 1 /101",9,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC BlSe-Vaccsco-Valesit (xc zonals)","","SUBASS BlPl-Vaccsco-Cladoni(Abielas)"
"ESSFxc 1 /104","ESSFxc 2 /103a",8.10454545454546,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Abielas-Pinucon-Vaccsco - Cladonia","SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)"
"ESSFxc 1 /104","ESSFxv 1 /01",7.75,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","","SUBASS BlPl-Vaccsco-Cladoni(Abielas)"
"ESSFxc 1 /104","ESSFdc 2 /104",7.69767441860465,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Abielas-Pinucon-Vaccsco - Cladonia","SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)"
"ESSFxc 1 /104","ESSFxcw  /103",7.6875,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","","","SUBASS BlPl-Vaccsco-Cladoni(Abielas)"
"ESSFxc 2 /101","ESSFxc 2 /103a",5.1304347826087,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","ASSOC Abielas-Pinucon-Vaccsco - Cladonia","SUBASS PlBl-Vaccmem-Vaccsco(typic)",""
"ESSFxc 2 /103a","ESSFxc 1 /110",9.71428571428571,"ASSOC Abielas-Pinucon-Vaccsco - Cladonia","ASSOC Abielas-Rhodalb-Vaccsco","","SUBASS PlBl-Vaccmem-Vaccsco(typic)"
"ESSFxc 2 /103a","ESSFdc 1 /104",8.06666666666666,"ASSOC Abielas-Pinucon-Vaccsco - Cladonia","ASSOC Abielas-Rhodalb-Vaccsco","","SUBASS PlBl-Vaccmem-Vaccsco(typic)"
"ESSFxc 3 /110","ESSFxc 2 /110",5.20588235294118,"ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)","ASSOC Abielas-Rhodalb-Vaccsco","","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)"
"ESSFxc 3 /110","ESSFxv 2 /04",7.4640522875817,"ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)","ASSOC Pinucon-Junicom-Calarub-Cladoni","","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)"
"ESSFxc 3 /110","ESSFdc 3 /104",8.43627450980392,"ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)","ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","SUBASS Bl-Vaccmem-Pleusch(typic)","SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)"
"ESSFxc 3 /112","MS  dc 3 /112",8.95833333333333,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Piceene-Equiset-Aulapal","SUBASS Sxw-Equiset-Aulapal(Caredis)","Ws08.3 SUBASS Piceeng-Equiset-Calacan (very wet sites)"
"ESSFxc 3 /112","MS  xk 3 /112",7.27777777777778,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Piceene-Equiset-Aulapal","SUBASS Sxw-Equiset-Aulapal(Caredis)","Ws08.3 SUBASS Piceeng-Equiset-Calacan (very wet sites)"
"ESSFxv 2 /01","ESSFxv 2 /01.1",5.61111111111111,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","","SUBASS BlPl-Vaccsco-Cladoni(typic)"
